"StateAbbr","PlaceName","Population2010","ACCESS","ARTHRITIS","BINGE","BPHIGH","BPMED","CANCER","CASTHMA","CHD","CHECKUP","CHOLSCREEN","COLON_SCREEN","COPD","COREM","COREW","CSMOKING","DENTAL","DIABETES","DRUGS","HIGHCHOL","KIDNEY","LPA","MAMMOUSE","MHLTH","OBESITY","PAPTEST","PHLTH","SLEEP","STROKE","TEETHLOST","Geolocation"
"TX","Lubbock",229573,26.7,19.7,17.8,28.4,73.3,5.1,8.7,5.2,"Second25th",65.5,58.1,5.5,33.8,30.9,18.3,"BelowAvg",9.5,"AboveAvg",35.6,2.9,26.5,72.2,"Second25th",26.6,75.4,11.1,32.9,2.6,"Moderate","(33.56662511780, -101.886335663)"
"TX","McAllen",129877,39.8,19.6,14.6,30.4,75.1,4.3,7.8,6,"Second25th",65.7,50.4,5.2,29.3,26.3,13.5,"BelowAvg",14.3,"BelowAvg",39.2,3.3,29.2,69.9,"Second25th",28.6,74.9,13.9,31.4,2.9,"Moderate","(26.21862899420, -98.2451704536)"
"TX","McKinney",131117,17.4,17.4,20.2,25.3,71,5.1,7.9,4,"Third25th",77.2,63.9,4.3,34.1,35.4,14.3,"AboveAvg",7.5,"AboveAvg",31.1,2.5,20.1,76.3,"Lowest25th",22.4,82.9,8.5,33.9,2,"Good","(33.19888869520, -96.6677029773)"
"TX","Mesquite",139824,27.4,20.4,16.9,30.6,73.4,5.2,9,5.4,"Third25th",70.5,57,6.2,33,31.8,18.5,"BelowAvg",10.6,"AboveAvg",36.3,3.2,27.5,75.4,"Second25th",25.1,77.4,12.2,34.6,2.9,"Poor","(32.76413101660, -96.5927445114)"
"TX","Midland",111147,24.2,20.7,17.9,31,75.2,5.8,8.2,5.6,"Third25th",73.5,59.6,5.4,32.2,32.3,16.9,"NearAvg",10.2,"AboveAvg",34.9,3.1,25.6,73,"Lowest25th",25.5,80.1,10.8,33.6,2.7,"Good","(32.02859483560, -102.109700973)"
"TX","Mission",77058,42,20,14.6,30.2,75.1,4.5,7.8,6.2,"Second25th",65.8,51.4,5.4,30.5,28.3,13.9,"BelowAvg",14,"BelowAvg",39,3.4,29.9,69.4,"Second25th",28.4,75,13.9,31.5,3,"Moderate","(26.20334064640, -98.3227705130)"
"TX","Missouri City",67358,17.7,19.8,14.7,34.8,77.9,5.2,8.1,4.6,"Top25th",80.9,62.7,4.5,29.4,32.4,13.6,"NearAvg",11.3,"BelowAvg",38.6,3,23.8,77.2,"Lowest25th",24.2,81.4,9.4,37,2.7,"Good","(29.56367466100, -95.5382066661)"
"TX","Odessa",99940,30.6,21,17.6,30.7,74.8,5.3,8.5,5.9,"Second25th",68.4,54.5,6,29.6,29.8,18.3,"BelowAvg",11.3,"AboveAvg",39.2,3.2,29.6,71.2,"Second25th",27.4,77.5,12.6,35.2,2.9,"Poor","(31.87945646100, -102.344465435)"
"TX","Pasadena",149043,37.3,18.7,16.9,29.4,73.1,4.6,8.2,5.5,"Second25th",70,53.5,6,28.4,29.9,17.6,"BelowAvg",11.3,"BelowAvg",37.7,2.8,30.3,71.7,"Second25th",25.9,74.5,13.2,35,2.8,"Poor","(29.65895114880, -95.1509173148)"
"TX","Pearland",91252,16.4,16.7,17.3,26.7,73.4,5,7.5,4,"Third25th",75.6,63.9,4,31.2,36.4,13.6,"AboveAvg",8.2,"BelowAvg",33.8,2.5,20.3,75.4,"Lowest25th",22.9,82.7,8.1,31.9,2,"Good","(29.55848505770, -95.3208389111)"
"TX","Pharr",70400,51.5,20.2,13.9,30.6,74.2,4,8.5,6.4,"Lowest25th",61.7,45.2,6,28.2,25.3,16.5,"BelowAvg",15.5,"BelowAvg",39.4,3.5,34.8,66.5,"Third25th",30.9,70.2,16.5,33.4,3.2,"Poor","(26.16881539900, -98.1904720704)"
"TX","Plano",259841,15,18.3,17.9,27.1,73.8,5.6,7.4,4.2,"Third25th",78.7,64.5,4.1,34.7,37.7,12.3,"AboveAvg",8,"BelowAvg",33.8,2.6,19.5,77.2,"Lowest25th",20.4,81.3,8.1,33,2,"Good","(33.05021492780, -96.7486409797)"
"TX","Richardson",99223,17,19.2,17.1,29.7,75.2,6.1,7.5,4.9,"Third25th",73.9,65.2,4.6,37.1,37.5,12.7,"AboveAvg",8.6,"BelowAvg",36.9,2.9,20.6,78.2,"Lowest25th",20.7,79.8,8.7,30.8,2.3,"Good","(32.97165823890, -96.7093052991)"
"TX","Round Rock",99887,19.8,16.4,19.2,24.1,69.4,4.5,8.2,3.8,"Second25th",74.9,62,4.2,34.3,36.7,15,"AboveAvg",7.6,"AboveAvg",30.6,2.6,20.4,77.4,"Lowest25th",26.7,81.4,9.1,31.8,1.9,"Good","(30.52395782350, -97.6669801882)"
"TX","San Angelo",93200,27.9,22,17.2,31.5,76.6,5.9,8.5,6.3,"Second25th",69.9,55.7,6.3,30.7,30.6,18.1,"BelowAvg",11.2,"AboveAvg",37.9,3.3,28.2,70.2,"Second25th",27.1,74.8,12.1,32.7,3,"Moderate","(31.44046874600, -100.452243142)"
"TX","San Antonio",1327407,31.8,19.5,16.2,30.2,74.9,4.9,8.3,5.7,"Third25th",70.2,58.4,5.3,29.5,29.3,15.4,"BelowAvg",13.1,"BelowAvg",35.9,3.2,29,76.3,"Second25th",26.1,76.4,12.6,36.8,2.8,"Moderate","(29.47214753330, -98.5246763525)"
"TX","Sugar Land",78817,13.6,18.5,14.7,30.6,77.2,5.7,6.7,4.4,"Third25th",81.7,63.1,3.9,31.5,34.9,11.3,"AboveAvg",9.4,"BelowAvg",40.4,2.6,21.4,76.1,"Lowest25th",17.7,78.8,7.9,33,2.1,"Good","(29.59746809020, -95.6274557750)"
"TX","Tyler",96900,26.1,22.8,15.5,33.2,78.9,6.2,9.3,6.4,"Third25th",71.3,59.5,6.6,32.3,30.2,18.8,"BelowAvg",11.5,"BelowAvg",37.2,3.5,29.1,71.4,"Second25th",28.2,75.1,12.4,34.7,3.5,"Moderate","(32.31540211830, -95.3050093799)"
"TX","Waco",124805,31.7,21,16.5,32.6,75.1,5.1,9.8,5.8,"Second25th",64.9,55.1,6.8,28.8,29.5,20.4,"BelowAvg",11.3,"AboveAvg",36.9,3.3,30.1,71.3,"Third25th",29,71.8,13.2,34.9,3.3,"Poor","(31.55976071370, -97.1883333282)"
"TX","Wichita Falls",104553,23.9,22.8,17.5,31.1,75.5,5.8,9.1,6,"Third25th",69.9,59.3,6.6,31.3,31.4,20.6,"BelowAvg",10.8,"AboveAvg",37.1,3.2,27.8,72.9,"Second25th",27.2,76.2,11.7,32.9,3,"Poor","(33.90727398380, -98.5292981697)"
"UT","Layton",67311,14.2,19.9,10.3,24.2,67.3,4.9,9.1,4,"Lowest25th",69.2,68.3,3.8,41.2,31.1,10.2,"AboveAvg",6.8,"BelowAvg",35,2.2,16.1,69.8,"Lowest25th",21.6,77.4,9.6,32.6,2.1,"Good","(41.07718161400, -111.961589302)"
"UT","Ogden",82825,24.8,22.3,10.9,28.4,69.1,5,10.2,5.2,"Lowest25th",62.7,59.9,5.1,29.2,24.5,15.8,"BelowAvg",9.1,"BelowAvg",36.8,2.8,22.2,64.1,"Third25th",26.7,69.8,13.5,36.8,2.8,"Poor","(41.22815675350, -111.967450557)"
"UT","Orem",88328,18,18.2,8.9,20.3,65.7,4.7,9.1,4.1,"Lowest25th",61.6,63.8,3.8,32.7,28.3,8.2,"AboveAvg",6.3,"BelowAvg",31.4,2.5,15.8,67.6,"Lowest25th",22.6,70.5,9.7,31.4,2.1,"Good","(40.29871276250, -111.699188517)"
"UT","Provo",112488,23.1,12.8,9.1,15.8,54.9,3.2,10.3,2.7,"Lowest25th",47,62.9,3.3,33.4,28.7,9.3,"BelowAvg",4.4,"BelowAvg",26.7,2,16.1,67,"Third25th",23.9,62.5,9.1,31.8,1.5,"Good","(40.24571852880, -111.645715857)"
"UT","St. George",72897,18,25.4,9.5,29.5,75.8,7.3,9.2,6.9,"Lowest25th",67.8,67,5.3,32.2,30.1,9.4,"AboveAvg",8.8,"BelowAvg",37.7,3.3,18.9,70.7,"Lowest25th",20.5,74,11.8,30.4,3.3,"Good","(37.07874446340, -113.579352503)"
"UT","Salt Lake City",186440,19.7,18.2,13,23.5,66.6,4.9,9.4,4.3,"Lowest25th",62.9,65.4,4,34.8,30.8,11.7,"NearAvg",7.6,"BelowAvg",34.3,2.5,18.1,70.2,"Second25th",23.1,76.7,10.8,32.1,2.4,"Moderate","(40.77784894650, -111.931220784)"
"UT","Sandy",87461,11.5,20.1,13.6,24.2,69.2,5.8,8.8,4.3,"Lowest25th",71.6,71.3,3.8,36.3,34.2,10.1,"AboveAvg",7.1,"BelowAvg",35.9,2.4,14.8,73.5,"Lowest25th",20.1,81.7,9.3,30.5,2.2,"Good","(40.57022544230, -111.852431062)"
"UT","West Jordan",103712,15.8,16.6,14.8,19.8,62.3,4.4,9.2,3.3,"Lowest25th",66.5,67.1,3.5,34.4,33,12.2,"AboveAvg",6.3,"BelowAvg",31.5,2.1,16.2,71.9,"Second25th",20.7,80.7,9.5,33,1.8,"Good","(40.60225986350, -112.000961848)"
"UT","West Valley City",129480,25.1,19.3,12.5,23.4,66,4.5,9.9,4.5,"Lowest25th",63.7,60.8,4.8,30.8,27.5,14.5,"BelowAvg",8.8,"BelowAvg",34.5,2.6,22.3,67.1,"Third25th",23.2,74.2,12.9,35.3,2.6,"Poor","(40.68876969620, -112.011667394)"
"VT","Burlington",42417,11.7,17.7,21.4,20.9,64.6,4.5,11.4,3.8,"Lowest25th",61.7,66.6,4.7,32.1,32.5,16.2,"AboveAvg",5,"AboveAvg",25.2,1.9,15.8,77.4,"Second25th",18.5,79,8.6,27.7,1.9,"Moderate","(44.48762456940, -73.2314828365)"
"VA","Alexandria",139966,13.6,19.1,16.3,24.9,73.6,4.9,8.3,3.9,"Third25th",78.7,70.6,3.9,37.8,36.8,14,"AboveAvg",7.2,"BelowAvg",31.4,1.9,17.1,81.4,"Lowest25th",20.3,87.5,8,35.5,1.9,"Good","(38.81873515570, -77.0867762661)"
"VA","Chesapeake",222209,14.1,25.4,15.1,35.1,77.4,5.7,9.2,5.4,"Top25th",80.1,68.6,6,39.2,34,19.3,"AboveAvg",9.6,"BelowAvg",36.6,2.4,23.3,79.8,"Lowest25th",25.4,85.6,10.7,38.1,2.8,"Moderate","(36.67775211180, -76.3024325925)"
"VA","Hampton",137436,18.1,26.2,14.1,35.1,79.6,5.5,10.2,6.1,"Top25th",76.5,65.2,6.7,34.8,32.7,22.1,"AboveAvg",11.8,"BelowAvg",35,2.6,25.8,79.4,"Second25th",30.7,83,12.1,44.1,3.5,"Poor","(37.05330090250, -76.3665945624)"
"VA","Lynchburg",75568,20.2,24.7,15,31.2,77.4,5.5,10.3,6.1,"Top25th",69.9,63.4,7.1,35.1,31.7,21.3,"NearAvg",10,"AboveAvg",36.7,2.5,26.3,75.8,"Third25th",26.1,79.1,12.1,36.6,3.3,"Poor","(37.40041630160, -79.1911081000)"
"VA","Newport News",180719,18.8,24.3,15.7,32.7,77,5.2,9.8,5.5,"Top25th",74.6,64.3,6.2,34.7,32.6,22.6,"NearAvg",10.1,"AboveAvg",35.3,2.4,24.9,79.3,"Second25th",26.3,83.5,11.5,41.6,3.1,"Moderate","(37.10511413090, -76.5182644502)"
"VA","Norfolk",242803,19.7,22.5,18.4,29.7,74,4.5,9.7,5,"Top25th",70.6,62.5,6.1,34.3,31.2,22.5,"NearAvg",9.5,"AboveAvg",33.5,2.3,24.8,80.8,"Second25th",26.6,80.9,11.2,39.4,3,"Poor","(36.89328630060, -76.2567157761)"
"VA","Portsmouth",95535,20,28.9,14.1,37.6,79.7,5.8,10.6,6.7,"Top25th",76.1,64.9,7.5,35.9,31.1,22.6,"BelowAvg",12.9,"AboveAvg",39.7,2.8,28.9,80.6,"Third25th",31.1,81.7,13.3,39.7,4,"Poor","(36.84514502280, -76.3552763467)"
"VA","Richmond",204214,21.3,22.7,16.2,35.8,77.3,4.8,10.7,5.7,"Top25th",72.1,61.9,6.7,35.4,30.1,24.2,"NearAvg",11,"AboveAvg",34.9,2.5,24.5,79.7,"Third25th",27.1,79.8,12.5,39.3,3.6,"Poor","(37.52939330830, -77.4755681680)"
"VA","Roanoke",97032,20.3,28.4,14.3,37,79.4,6.2,10,7.2,"Top25th",76.4,61.6,8.2,39.3,31.4,23.8,"NearAvg",11.8,"AboveAvg",39.4,2.9,28.2,73.9,"Third25th",26,79.6,13.9,38.7,3.8,"Poor","(37.27821818550, -79.9581615989)"
"VA","Suffolk",84585,16,26.6,14,33.4,80,5.7,9.7,6,"Top25th",79.5,65.9,6.5,39.3,33.2,21.6,"AboveAvg",11.3,"BelowAvg",35.6,2.6,26,80.3,"Second25th",27.1,84.4,11.7,39.5,3.3,"Poor","(36.69303679810, -76.6414278469)"
"VA","Virginia Beach",437994,13.6,23.1,17.6,29,75.1,5.5,8.7,4.9,"Top25th",78.8,70.8,5.2,35.6,36.9,19,"AboveAvg",8.2,"AboveAvg",36.6,2.2,21.2,79.2,"Lowest25th",24.1,85.3,9.6,36.3,2.3,"Good","(36.75345933390, -76.0589579522)"
"WA","Auburn",70180,15.5,24.1,19,27.2,67.4,6.1,10.5,5.6,"Lowest25th",71.3,61.3,6.5,30,31.7,17.9,"NearAvg",8.6,"AboveAvg",33.9,2.8,18.4,68.9,"Third25th",21,76.8,13.3,33.6,2.9,"Moderate","(47.30385443250, -122.210810557)"
"WA","Bellevue",122363,8.6,20.8,17.8,26.6,68.8,6.6,8,4.4,"Lowest25th",74.4,70.1,3.8,34.5,39,9.6,"AboveAvg",6.8,"BelowAvg",34,2.5,12.4,74.3,"Lowest25th",16.3,81.1,8.3,29,2.1,"Good","(47.59624376060, -122.153569982)"
"WA","Bellingham",80885,13.7,22.6,19.6,26.4,65.8,6,10.8,5.1,"Lowest25th",62.8,67.3,5.8,35.4,33.4,16.4,"AboveAvg",7.3,"AboveAvg",35.1,2.6,16.9,71.5,"Third25th",22,76.3,11.4,26.7,2.5,"Good","(48.75353703150, -122.468092906)"
"WA","Everett",103019,15.7,25.8,16.8,30,66,5.9,10.4,5.5,"Lowest25th",70.6,62.8,6.5,31.9,31.7,18.7,"NearAvg",8.9,"AboveAvg",36,2.9,20,74.2,"Third25th",25.6,78,12.9,35.9,2.7,"Good","(47.94979661890, -122.160703911)"
"WA","Federal Way",89306,15.5,23.3,18,27.9,68,5.8,10.1,5.2,"Lowest25th",71.5,61.9,5.8,29.8,32.5,16,"AboveAvg",8.9,"AboveAvg",33.9,2.8,18.1,70,"Second25th",20.3,76.4,12.5,33.8,2.8,"Good","(47.30908463160, -122.335755583)"
"WA","Kennewick",73917,17.9,25,18.3,28.9,68.9,6.4,10.6,6.1,"Lowest25th",69.3,63.7,7,29.4,33.7,18.7,"NearAvg",9.4,"AboveAvg",37.5,2.8,21.4,71.8,"Third25th",24.5,76.6,13.8,33.1,2.9,"Poor","(46.19843842800, -119.173245847)"
"WA","Kent",92411,17.4,22.4,18.3,26.9,66,5.4,10.4,5,"Lowest25th",69.6,60.2,5.9,29.2,32,17.5,"NearAvg",8.7,"AboveAvg",32.9,2.8,18.8,69.1,"Third25th",20.7,75.5,13,34.7,2.7,"Moderate","(47.38496362720, -122.217890194)"
"WA","Renton",90927,13.8,21.2,18.4,26.3,66.6,5.5,9.5,4.6,"Lowest25th",71.7,63.9,4.9,30.4,34.2,14.6,"AboveAvg",8,"BelowAvg",32.4,2.6,16.5,71.5,"Second25th",18.8,78.1,10.9,33.4,2.4,"Good","(47.47605467520, -122.191153327)"
"WA","Seattle",608660,10.5,19.5,20.3,25.2,65.7,5.6,9.2,4.1,"Lowest25th",70.3,67.6,4.1,32.1,35.9,12.2,"AboveAvg",6.7,"AboveAvg",31.7,2.4,13.1,73.5,"Lowest25th",19.2,81.1,9.2,30.2,2.1,"Good","(47.62215433800, -122.323532482)"
"WA","Spokane",208916,13.9,27.3,18.6,29.8,69.4,6.9,10.6,6.2,"Lowest25th",67.3,66.2,7,31.8,32.5,19.5,"NearAvg",9.1,"AboveAvg",38,2.9,19.7,73.3,"Third25th",26.3,77.9,13.2,32.5,3,"Moderate","(47.67362432590, -117.415973291)"
"WA","Spokane Valley",89755,12.2,28.7,18.8,30.2,70.5,7.5,10.2,6.4,"Second25th",71,68.2,6.9,32.1,33.6,18.6,"AboveAvg",9.2,"AboveAvg",38.5,3,19,74.1,"Second25th",25,79.8,12.7,32.1,3,"Moderate","(47.66255657400, -117.234571922)"
"WA","Tacoma",198397,15.1,25.4,17.3,31.9,69,6.1,10.9,5.7,"Lowest25th",68.8,61.9,6.6,32.9,30,20.5,"NearAvg",9.4,"AboveAvg",38,2.9,21.4,73.2,"Third25th",24.6,76.3,13.1,37.8,2.9,"Moderate","(47.24254114450, -122.454473910)"
"WA","Vancouver",161791,13.6,26.2,17.2,30.1,70.2,6.7,10.7,6,"Lowest25th",72,65.9,6.7,30.8,36.1,18.5,"AboveAvg",9.2,"AboveAvg",37.1,2.9,19.6,75.9,"Third25th",23.4,78.8,12.8,34.3,2.9,"Good","(45.63571723650, -122.598539476)"
"WA","Yakima",91067,25.6,26.4,17.2,31.3,70.8,6.6,11.1,7.2,"Lowest25th",64.4,57,7.9,25.4,28.2,20.2,"BelowAvg",11.2,"AboveAvg",40.4,3.4,27.2,67.3,"Top25th",26.6,75.5,16.3,33.8,3.5,"Poor","(46.59257920920, -120.547807614)"
"WV","Charleston",51400,11.7,36.8,10.8,41.5,79.7,7.5,10.2,8.6,"Top25th",77.7,66.6,9.5,46.9,43.8,23.2,"NearAvg",12.6,"BelowAvg",41.9,3.5,24.5,77.6,"Third25th",27.5,81.2,15.5,37.6,3.5,"ExtremelyPoor","(38.34840797360, -81.6321650030)"
"WI","Appleton",72623,10.6,22.9,25.5,29,74.2,6,9.3,5.1,"Third25th",75.2,68.5,5.1,31.5,33.1,16.9,"AboveAvg",8,"AboveAvg",36.6,2.2,19.4,77.7,"Lowest25th",23.8,83.3,10.5,28.7,2.4,"Good","(44.27769874570, -88.3897664444)"
"WI","Green Bay",104057,14.7,24.6,24.6,29.7,73.6,5.7,10.1,5.7,"Third25th",71.2,65,6,33.8,27.3,20.6,"AboveAvg",9.1,"AboveAvg",37.3,2.3,22.9,76.8,"Third25th",25.6,81.5,12.5,31.9,2.8,"Poor","(44.51498478160, -87.9896195955)"
"WI","Kenosha",99218,15.5,23.9,22.8,29.6,74.1,5.6,10,5.5,"Second25th",71.3,63.5,5.8,28.8,28.9,20.3,"NearAvg",9.3,"AboveAvg",36.1,2.4,22.7,75,"Second25th",28.3,81.6,12.5,33.5,2.8,"Poor","(42.58557027100, -87.8735745085)"
"WI","Madison",233209,11.8,18.5,24.9,23.4,71.2,4.8,9.7,3.8,"Second25th",68.6,69.7,4,35.4,33.4,14.8,"AboveAvg",6.3,"AboveAvg",32.1,1.8,17.1,77.1,"Lowest25th",23.5,82.9,8.9,30.3,1.9,"Good","(43.08098656940, -89.3915106344)"
"WI","Milwaukee",594833,20.6,24,21.4,34.7,73.6,4.8,12,5.2,"Third25th",67.8,60.8,6.1,29.8,24.5,24.1,"BelowAvg",11.6,"AboveAvg",35.3,2.7,27.5,76.7,"Top25th",31.6,80.7,14.2,40.8,3.4,"ExtremelyPoor","(43.06412589250, -87.9672412429)"
"WI","Racine",78860,18.1,24.7,22.3,33.5,74.8,5.6,10.8,5.8,"Second25th",70.7,62.6,6.2,28,28.9,21.3,"BelowAvg",10.7,"AboveAvg",36.5,2.7,24.9,76.7,"Third25th",29.4,79.7,13.8,36.4,3.2,"Poor","(42.72745994940, -87.8134530240)"
"WI","Waukesha",70718,11,20.9,24.3,26.9,73.4,5.6,9.3,4.8,"Second25th",73.4,65.1,4.7,32.6,32.5,17.2,"AboveAvg",7.6,"AboveAvg",33.3,2.2,18.6,76.5,"Lowest25th",25,83.6,9.9,29.8,2.2,"Good","(43.00933322150, -88.2457679157)"
"WY","Cheyenne",59466,18.1,24.7,16,30.1,75.4,6.2,9.5,6.1,"Lowest25th",72.1,56.8,6.7,32.8,27.8,21.6,"AboveAvg",8.6,"AboveAvg",36,2.7,24.5,71.8,"Lowest25th",23.7,77.6,11.1,31.1,2.7,"Poor","(41.14608042650, -104.789064332)"
